record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,funding___5,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,population___1,population___2,population___3,population___4,population___5,population___6,pathology,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type___8,sens_analysis_type___9,sens_analysis_type___10,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,n_included_control_lot,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,n_naive_ctrl_lot,res_unadjusted,n_match_exp,n_match_ctrl,n_match_ctrl_lot,n_weight_exp,n_weight_ctrl,n_weight_ctrl_lot,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,bias_type___1,bias_type___2,bias_type___3,bias_type___4,bias_type___5,bias_type___6,bias_type___7,bias_type___8,bias_type___9,bias_type_other,notes_results,results_complete
37,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"on deduit que c'est le meme centre en lisant;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2017,2018,2014,2016,NR,NR,NR,1,,50,116,,1,0,0,0,1,0,0,,50,116,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,1,0,0,1,0,0,0,0,0,1,,"selection bias",2
39,,,0,MD,"Concomitant nevirapine impacts pharmacokinetic exposure to the antimalarial artemether-lumefantrine in African children",2017,0,0,usa,usa,0,"PloS One",1932-6203,NR,1,0,0,0,0,10.1371/journal.pone.0186589,"A EXCLURE: controle issu RCT",2,,,,0,0,0,0,0,,0,0,0,0,0,,0,1,1,0,0,0,"malaria co infection hiv",1C61,,,1,0,0,0,0,,NCT01728961,,,,3,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,0.05,0.8,24,24,1,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,0
40,,,2,MD,"Impact of adding tacrolimus to initial treatment of interstitial pneumonitis in polymyositis/dermatomyositis: a single-arm clinical trial",2020,0,1,japan,japan,1,"Rheumatology (Oxford, England)",1462-0332,"Tokyo Medical and Dental University",1,0,0,0,0,10.1093/rheumatology/kez394,"Pas dans les affiliations mais une CRO a fait les analyses stats;",2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,1,1,1,0,"interstitial pneumonia",CB03,tacrolimus,L04AD02,1,0,0,0,0,,NCT00504348,,,,11,1,0,1,0,0,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall survival",,1,0,1,0,2,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,"planned matching but ""sample size of the control arm to small"" nani they planned to do PSM;  sens an: change censorship status in pfs analysis;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,1,0,0,0,0,,11,1,1,,1,1,2,0,0,0,0,0,1,"less stringent physiology stuff ",2,,0,1,0,0,,5,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2007,2009,2000,NR,NR,NR,NR,1,,25,16,,1,0,0,0,0,0,0,,25,16,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,3,,,,1,0,0,1,0,0,0,0,0,1,,"pas de comparaison formelle entre les groupes;",2
41,,,2,MD,"Efficacy of novel sedation using the combination of dexmedetomidine and midazolam during endoscopic submucosal dissection for esophageal squamous cell carcinoma",2019,0,0,japan,japan,0,"Esophagus: Official Journal of the Japan Esophageal Society",1612-9067,NR,0,0,0,1,0,10.1007/s10388-019-00666-z,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"esophageal squamous cell carcinoma",2B70.1,dexmedetomidine,N05CM18,0,0,0,0,1,UMIN,,,,UMIN000017302,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"add on",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"proportion of cases that did not need manual restraint",,0,1,0,0,1,,0.05,0.8,60,NR,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,"les auteurs ne quantifient pas la différence.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,1,0,0,0,0,,1,1,1,,1,1,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"on comprends que meme centre en lisant",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2014,2015,2013,2013,NR,NR,NR,1,,65,99,,0,0,0,0,0,1,0,,65,99,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,2,,1,1,0,0,1,0,0,0,0,0,,,2
42,,,2,MD,"Ultra-Early Combination Antiplatelet Therapy with Cilostazol for the Prevention of Branch Atheromatous Disease: A Multicenter Prospective Study",2016,0,0,japan,japan,0,"Cerebrovascular Diseases Extra",1664-5456,NR,0,0,0,1,0,10.1159/000450835,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,0,0,1,"branch atheromatous disease",8B11,"cilostazol plus aspirin or clopidogrel","B01AC23; B01AC06; B01AC04",0,0,0,1,0,,,,,,5,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,"bad is a subtype of ischemic stroke --> code tres general car pas de code pr BAD",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"progression comparison between the 2 groups",,0,0,0,1,3,,,,,,,1,5,,NR,0,0,1,0,,0,0,0,1,"forward selection method",0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,0,1,0,,NR,3,1,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2011,2014,NR,NR,NR,NR,NR,1,,144,142,,1,0,0,0,1,0,0,,144,142,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,3,,,3,,,,1,0,0,0,0,1,0,0,0,0,"referral bias","un milliard d'analyse incomprehensible;  pas de comparaison stat formelle;  ajustement : on dirait qu'ils essaient de trouver les facteurs pronostiques de l'outcome;  bias single arm design + non representativite des patients;",2
43,,,2,MD,"Recombinant human FGF-2 for the treatment of early-stage osteonecrosis of the femoral head: TRION, a single-arm, multicenter, Phase II trial",2021,0,0,japan,japan,0,"Regenerative Medicine",1746-076X,"Institute for Advancement of Clinical and Translational Research of Kyoto University",1,0,0,0,0,10.2217/rme-2021-0049,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,1,"osteonecrosis of the femoral head",FB81.Z,"recombinant human FGF-2",,0,0,0,0,1,UMIN,,,,UMIN000020340,4,1,1,1,0,0,0,,,0,0,0,0,0,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"joint preservation rate at 24 months",,1,0,1,0,1,,0.05,0.9,56,NR,1,1,1,,4,0,0,1,0,,0,0,1,0,,0,1,0,,1:1,1,,0,0,0,0,1,"not applicable",NR,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,0,0,1,0,0,0,,10,2,1,,1,1,4,0,0,0,0,0,0,,2,,0,1,0,0,,5,,1,"observation units == hips?;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2016,2016,2002,NR,NR,NR,NR,1,,63,268,,1,0,0,0,1,0,0,,,,,4,49,49,,,,,4,0,0,0,1,0,0,,,,1,1,3,,0,0,1,,,,1,1,1,2,1,1,2,,0,0,0,0,0,0,0,0,0,0,,"exp arm enrollment Fevrier Decembre;  analyses en sous groupe;",2
44,,,2,MD,"Therapeutic benefit of larotrectinib over the historical standard of care in patients with locally advanced or metastatic infantile fibrosarcoma (EPI VITRAKVI study)",2024,1,0,france,france,1,"ESMO open",2059-7029,"bayer healthcare sas",0,1,0,0,0,10.1016/j.esmoop.2024.103006,,2,1,4,,0,0,0,0,0,,1,1,0,0,0,,0,1,1,0,0,0,"locally advanced or metastatic infantile fibrosarcoma",XH7BC6,larotrectinib,L01EX12,1,0,0,0,0,,NCT05236257,,,,NR,1,1,0,0,0,0,,,0,0,0,0,0,0,0,,2,,0,"comp in name == EPI VITRAKVI NCT05236257;  OG study name == SCOUT NCT02637687;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"time to medical treatment failure",3,1,0,1,0,1,,NR,0.51,NR,NR,0,1,2,,6,0,0,1,0,,0,1,0,0,,0,1,0,,,,,0,0,0,0,0,,,,1,,0,0,0,0,0,0,1,0,,,0,0,1,0,,1,0,0,0,0,0,0,0,0,1,,"font vraiment de l'iptw;  other adjustment method == matching by line of therapy;  sens an:IPTW 5% trimming and truncating == other adj model + change of index date;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,1,0,0,0,0,0,0,,3,3,1,,1,1,4,0,0,0,0,0,0,,1,1,0,1,0,0,,6,,0,"""historical SOC"";  2 databases mais pas le nb de centres associes;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2015,2021,2000,2022,37.5,30.9,72.9,1,,51,42,,1,0,0,0,0,0,0,,,,,2,,,,42,51,,NR,0,0,0,0,1,0,,4,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,2,1,0,0,1,1,0,0,0,0,1,,"effective sample size pas donne??;",2
45,,,0,MD,"Procalcitonin for selecting the antibiotic regimen in outpatients with low-risk community-acquired pneumonia using a rapid point-of-care testing: A single-arm clinical trial",2017,0,0,spain,spain,0,"PloS One",1932-6203,NR,1,0,0,0,0,10.1371/journal.pone.0175634,"A EXCLURE: intervention (algo)  (controle issu d'une etude prospective)",2,2,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,1,1,0,"low risk community acquired pneumonia",,,,1,0,0,0,0,,NCT02600806,,,,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,2,MD,"Survival in primary pulmonary hypertension with long-term continuous intravenous prostacyclin",1994,0,0,usa,usa,2,"Annals of Internal Medicine",0003-4819,NR,0,1,0,0,0,10.7326/0003-4819-121-6-199409150-00003,,2,1,5,"survivors of source study",0,0,0,0,0,,0,0,0,1,0,,0,0,0,0,0,1,"primary pulmonary hypertension",BB01,prostacyclin,"B01AC09 ",0,0,0,1,0,,,,,,NR,2,0,0,0,0,0,,1,0,1,0,0,0,0,0,,3,,0,"extension of source study all survivors could enter the study extension;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,3,1,0,1,0,3,,,,,,,1,5,,NR,0,0,1,0,,0,0,1,0,,0,1,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"vars pr la stratification == vars ajustement?",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,1,0,0,0,0,0,0,,NR,3,,,1,0,5,0,0,0,0,0,0,,2,,0,1,0,0,,3,,0,"IPD ou agrege??;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NR,NR,NR,NR,NR,NR,NR,1,,18,31,,0,0,0,0,0,1,0,,18,31,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,3,2,1,3,2,,0,0,0,0,0,0,0,0,0,0,,,2
47,,,0,MD,"Immunogenicity and tolerability of an investigational formulation of interferon-beta1a: 24- and 48-week interim analyses of a 2-year, single-arm, historically controlled, phase IIIb study in adults with multiple sclerosis",2007,1,0,uk,switzerland,2,"Clinical Therapeutics",0149-2918,"Merck Serono International S.A",0,1,0,0,0,10.1016/j.clinthera.2007.06.002,"A EXCLURE: bras controle issu d'un RCT",2,2,,,0,0,0,0,0,,0,0,1,0,0,,0,0,0,0,0,0,"multiple sclerosis",,"interferon beta1a",,1,1,0,0,0,,NCT00110396,2004-003799-13,,,47,1,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,0,MD,"Preliminary Prospective Study to Assess the Effect of Early Blood Urea Nitrogen/Creatinine Ratio-Based Hydration Therapy on Poststroke Infection Rate and Length of Stay in Acute Ischemic Stroke",2015,,,,,,"Journal of Stroke and Cerebrovascular Diseases: The Official Journal of National Stroke Association",1532-8511,,0,0,0,0,0,10.1016/j.jstrokecerebrovasdis.2015.08.002,"A EXCLURE: intervention (hydratation)   groupe controle pas issu de RWD",0,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,0,,"Multicenter phase II study of a combination of cyclosporine a, methotrexate and mycophenolate mofetil for GVHD prophylaxis: results of the Chinese Bone Marrow Transplant Cooperative Group (CBMTCG)",2014,,,,,,"Journal of Hematology & Oncology",1756-8722,,0,0,0,0,0,10.1186/s13045-014-0059-3,"A EXCLURE: controle agrege",0,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
