record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,funding___5,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,population___1,population___2,population___3,population___4,population___5,population___6,pathology,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type___8,sens_analysis_type___9,sens_analysis_type___10,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,n_included_control_lot,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,n_naive_ctrl_lot,res_unadjusted,n_match_exp,n_match_ctrl,n_match_ctrl_lot,n_weight_exp,n_weight_ctrl,n_weight_ctrl_lot,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,bias_type___1,bias_type___2,bias_type___3,bias_type___4,bias_type___5,bias_type___6,bias_type___7,bias_type___8,bias_type___9,bias_type_other,notes_results,results_complete
16,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2018,2021,1998,2017,NR,NR,NR,1,,6,16,,1,0,0,0,1,0,0,,4,16,,4,,,,,,,NR,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,3,,,1,1,,,1,0,0,0,0,0,0,0,0,0,,"2 exclusions et 2 drop out dans exp arm -> 2 patients restants pr analyses et il semble y avoir une 5e censure dapres km curves;  bias: small sample size in exp arm (but ""sufficient value"");",2
17,,,0,MD,"3- or 1-Month DAPT in Patients at High Bleeding Risk Undergoing Everolimus-Eluting Stent Implantation",2021,,,,,,"JACC. Cardiovascular interventions",1876-7605,,0,0,0,0,0,10.1016/j.jcin.2021.07.016,"A EXCLURE: intervention",0,,,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,2,MD,"Levetiracetam as a sensitizer of concurrent chemoradiotherapy in newly diagnosed glioblastoma: An open-label phase 2 study",2022,0,0,"south korea","south korea",0,"Cancer Medicine",2045-7634,"Seoul National University Hospital",1,0,0,0,0,10.1002/cam4.4454,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,1,1,0,glioblastoma,2A00.00,levetiracetam,N03AX14,1,0,0,0,0,,NCT02815410,,,,8,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,4,diagnosis,0,"index date pfs ""date of pathologic confirmation by operation"" os ""date of operation"";",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"6 months progression free survival",,1,0,0,0,3,,,,,,,1,1,,4,0,0,1,0,,0,0,1,0,,0,1,0,,NR,3,,0,0,0,0,1,"full optimal",NR,2,,,,0,1,0,0,0,0,0,,0.2,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"4 landmark pfs et 2 landmarks OS pas de justif pour les seuils + ne sont pas qualifies d'analyse de sensibilite;  font des analyses en sous groupe apres dichotomisation des vars a baseline;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,NR,3,1,,1,0,5,0,0,0,0,0,0,,3,,0,1,0,0,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2016,2019,2004,2019,NR,26.5,18.4,0,,76,101,,1,1,0,0,0,0,0,,,,,4,73,101,,,,,4,0,0,0,1,0,0,,,,1,1,3,,0,1,0,3,,,0,1,1,2,1,1,2,,1,0,0,1,0,0,0,0,0,0,,"inclusion des retraits de consentement etc dans nb inclus? + meme nb de patients avant matching que apres?;  shady <-- landmark analysis les seuls landmarks de pfs et os significatifs sont les endpoints cites dans les methods;  biais: external control + small sample size",2
20,,,2,MD,"Comparative effectiveness of tocilizumab vs standard care in patients with severe COVID-19-related pneumonia: a retrospective cohort study utilizing registry data as a synthetic control",2023,0,0,japan,japan,1,"BMC infectious diseases",1471-2334,NR,1,1,0,0,0,10.1186/s12879-023-08840-6,,2,1,4,,0,0,0,0,0,,0,0,1,0,0,,0,0,0,1,1,0,"covid 19 related pneumonia",RA01.0,tocilizumab,L04AC07,0,0,0,0,1,UMIN,,,,UMIN000043622,12,1,0,0,0,0,1,"limited number of patients in japan at the beginning of the pandemic",,0,0,0,0,0,0,0,,2,,1,"og study JA42434 on ne s'interesse qu'au premeir obj!;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"time to discharge",3,1,0,0,0,3,,,,,,,1,1,,7,1,0,0,0,,0,0,1,0,,0,1,0,,1:1,3,,0,0,0,1,0,,0.2,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,imputation,"exact matching puis psm??;  1:1 ou 1:4?;  adj vars pas precis au moins 7;",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,0,0,0,,687,3,1,,1,1,1,0,0,0,0,0,0,,1,0,1,0,1,0,,6,,0,"COVIREGI-JP == source;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020,2020,2020,2020,NR,NR,NR,1,,48,86,,1,1,0,0,0,0,0,,,,,4,31,31,,,,,NR,0,0,0,1,0,0,,,,1,1,3,,1,0,0,,,,1,2,,,2,,,,1,1,0,0,0,0,0,0,0,1,,"bias: limited comparability at baseline + day 1 definition + missing vars + unmeasured confounders;",2
21,,,2,MD,"Efficacy and safety of convalescent plasma therapy in patients with moderate-to-severe COVID-19: A non-randomized comparative study with historical control in a referral hospital in Indonesia",2022,0,0,indonesia,indonesia,0,"Journal of Infection and Public Health",1876-035X,NR,1,0,0,0,0,10.1016/j.jiph.2021.10.028,,2,1,4,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"covid 19",RA01.0,"convalescent plasma therapy",B05AX,0,0,0,0,1,"indonesian food and drug authority",,,,R-RG.01.06.1.3.05.20.156,8,3,0,0,0,0,0,,,0,0,0,0,0,0,0,,3,,0,"code atc pr ""other blood products""",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,,1,0,0,0,3,,,,,,,1,1,,2,0,0,1,0,,0,0,1,0,,0,1,0,,1:1,4,,0,0,0,0,0,,NR,,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,4,0,0,0,0,0,0,,2,,0,1,0,0,,4,"difficult access to standard therapies in developping countries",0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2020,2020,NR,NR,NR,NR,NR,1,,15,15,,1,0,0,0,1,0,0,,,,,4,NR,NR,,,,,2,0,0,0,1,0,0,,,,3,,3,,0,0,1,,,,1,2,,,2,,,,1,0,0,0,0,0,0,0,0,1,,"exclusion de patients selon analyses chaud d'avoir un n par groupe;  bias unmeasured confounders;",2
22,,,2,MD,"Comparative effectiveness of mobocertinib and standard of care in patients with NSCLC with EGFR exon 20 insertion mutations: An indirect comparison",2023,1,0,usa,usa,0,"Lung Cancer (Amsterdam, Netherlands)",1872-8332,takeda,0,1,0,0,0,10.1016/j.lungcan.2023.107186,,2,1,4,,0,0,0,0,0,,1,1,0,0,0,,0,0,0,1,0,0,"non small cell lung cancer",2C25.Y,mobocertinib,L01EB10,1,0,0,0,0,,NCT02716116,,,,NR,1,1,0,0,0,0,,,0,0,0,0,0,0,0,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0,"confirmed overall response rate",3,1,0,0,0,3,,,,,,,1,2,,5,1,0,0,0,,1,1,0,0,,1,0,0,,,,,0,0,0,0,0,,,,2,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"disent IPTW mais SMRW en vrai;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,280,2,1,,1,1,1,0,0,0,0,0,0,,1,1,1,0,0,0,,6,,1,flatiron;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2016,2020,2011,2020,NR,NR,NR,1,,114,50,,1,0,0,0,1,0,0,,,,,1,,,,114,109,,5,0,0,0,1,0,0,,4,,3,,3,,0,0,1,,,,1,1,1,1,1,1,1,,1,1,0,0,1,0,0,0,0,1,,"bias: standardisation collecte data + missing variables",2
23,,,0,MD,"High Risk of Recurrence of Malignancy Noted in Four-day rATG Regimen After Allogeneic PBSCT From Matched Sibling Donors",2022,0,0,china,china,0,"Transplantation and Cellular Therapy",2666-6367,NR,1,0,0,0,0,10.1016/j.jtct.2022.08.012,"EXCLUSION: controle issu d'un RCT",2,2,,,0,0,0,0,0,,0,1,0,0,0,,0,0,0,0,0,0,"myelodysplastic syndrome; acute leukemia",,,,1,0,0,0,0,,NCT05214066,,,,1,1,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,2,MD,"Non-Ablative Chemotherapy Followed by HLA-Mismatched Allogeneic CD3+ T-Cells Infusion Causes An Augment of T-Cells With Mild CRS: A Multi-Centers Single-Arm Prospective Study on Elderly Acute Myeloid Leukemia and int-2/High Risk Myelodysplastic Syndrome Patients",2021,0,0,china,china,0,"Frontiers in Oncology",2234-943X,"Bone Marrow Transplantation Center of the First Affiliated Hospital",1,0,0,0,0,10.3389/fonc.2021.741341,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,0,1,0,"myelodysplatic syndromes; acute myeloid leukemia","2A3Z; 2A60","HLA mismatched allogeneic T cell infusion",,0,0,0,0,1,ChiCTR,,,,"ChiCTR-ONC-17011948 ",3,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,1,"codes ICD11 pr AML tres nombreux",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,,1,0,1,0,1,,NR,NR,NR,NR,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,"software used for sample size calculation;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"historical control: que des AML pas de MDS?;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2017,2020,2010,2016,NR,30.0,61.2,0,,25,30,,1,0,0,0,1,0,0,,17,30,,,,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,,2,1,,2,,0,0,0,0,0,0,0,0,0,0,,"median fu en mois;  baseline comparison AML only mais analyse sur tous les patients du bras exp? on ne sait pas pour quel nb de patients l'analyse a ete powered;  analyse sign == sous groupe;  basket? font des comp intra groupe exp;",2
25,,,2,MD,"Comparative Effectiveness of Valoctocogene Roxaparvovec and Prophylactic Factor VIII Replacement in Severe Hemophilia A",2024,1,1,germany,brazil,1,"Advances in Therapy",1865-8652,"biomarin pharmaceutical",0,1,0,0,0,10.1007/s12325-024-02834-9,,2,1,4,,0,0,0,0,0,,0,0,1,0,0,,0,0,0,1,1,0,"hemophilia a",3B10.0,"valoctocogene roxaparvovec",B02BD15,1,0,0,0,0,,NCT03370913,,,,,1,1,0,0,0,0,,,0,0,0,0,0,0,0,,3,,0,"og study: GENEr8-1",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,,0,0,0,1,3,,,,,,,1,2,,13,0,0,1,0,,1,0,0,1,"forward selection",0,1,0,,,,,0,0,0,0,0,,,,2,,,0,1,0,0,1,0,0,,0.1,0,0,1,0,,1,0,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,>1,2,1,,1,0,1,0,0,0,0,0,0,,2,,0,0,0,1,"external comparator",4,"study design",1,"og study: 270-902;  multicenter prospective 13 pays;  justif RWD use: patients from RWD cohorts could roll over to trial;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,NR,NR,NR,NR,NR,7.6,7.5,1,,112,73,,1,1,0,0,1,0,0,,,,,4,,,,112,108.73,,NR,0,0,0,0,1,0,,4,,2,,1,1,1,0,0,3,,,1,1,,1,1,,1,1,1,1,0,0,0,0,0,0,0,1,,"biais: selection bias, missing data",2
26,,,2,MD,"Safety and clinical outcome of tamoxifen in Duchenne muscular dystrophy",2021,0,0,israel,israel,0,"Neuromuscular disorders: NMD",1873-2364,"Hadassah Medical Organization",0,1,0,0,0,10.1016/j.nmd.2021.05.005,"Association Duchenne Israel == funding;",2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,1,0,0,0,0,"duchenne muscular dystrophy",8C70.1,tamoxifen,L02BA01,1,0,0,0,0,,NCT02835079,,,,1,1,1,0,0,0,0,,,0,0,0,0,0,0,0,,3,,1,G71.01;,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,N/A,,0,0,1,0,3,,,,,,,1,1,,2,0,0,1,0,,0,0,1,0,,0,1,0,,NR,4,,0,0,0,1,0,,NR,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,"infos sur outcomes dans les resultats;  exclusion of some participants for some analysis;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,NR,2,1,,1,0,4,0,0,0,0,0,0,,2,,0,1,0,0,,3,,1,"""treated with corticosteroids only"";  aggregated data?;",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2016,NR,NR,NR,NR,NR,NR,1,,13,13,,0,0,0,0,0,1,0,,,,,4,9,13,,,,,NR,0,0,0,1,0,0,,,,3,,3,,0,0,1,,,,1,3,,,3,,,,0,0,0,0,0,0,0,0,0,0,,"some analyses restricted to age range of the historical group;  le groupe controle change pr chq outcome??;  parfois age-matched parfois pas;  12 month fu for control group 3y for exp group;",2
27,,,2,MD,"Ruxolitinib plus standard of care in severe hospitalized adults with severe fever with thrombocytopenia syndrome (SFTS): an exploratory, single-arm trial",2024,0,0,china,china,0,"BMC medicine",1741-7015,NR,1,0,0,0,0,10.1186/s12916-024-03421-z,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,0,0,0,1,1,0,"severe fever with thrombocytopenia syndrome",1D4E,ruxolitinib,L01EJ01,0,0,0,0,1,ChiCTR,,,,ChiCTR2200063759,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,,3,,1,1D4E,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall survival up to day 28",,1,0,1,0,2,,,,,,,1,1,,10,0,0,0,1,confounder,0,0,1,0,,0,1,0,,1:1,3,,0,0,0,0,1,"fuzzy matching",0.02,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2022,2023,2021,2022,NR,NR,NR,1,,26,26,,1,0,0,0,1,0,0,,,,,4,26,26,,,,,12,0,0,0,1,0,0,,,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,,1,0,0,1,0,0,1,0,0,0,,"pseudo population identique a la baseline??;  12 vars dans PS model d'apres l'appendix??;",1
