record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,pathology,population___1,population___2,population___3,population___4,population___5,population___6,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def___1,justif_rwd_def___2,justif_rwd_def___3,justif_rwd_def___4,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,res_unadjusted,n_match_exp,n_match_ctrl,n_weight_exp,n_weight_ctrl,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,notes_results,results_complete
18,,,0,,"Levetiracetam as a sensitizer of concurrent chemoradiotherapy in newly diagnosed glioblastoma: An open-label phase 2 study",2022,0,0,korea,korea,0,"Cancer Medicine",2045-7634,"Seoul National University Hospital",1,0,0,0,10.1002/cam4.4454,,2,2,,,0,0,0,0,0,,0,1,0,0,0,,glioblastoma,0,0,0,1,0,0,,levetiracetam,,1,0,0,0,0,,NCT02815410,,,,8,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,4,"date of pathologic confirmation by operation",0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,PFS,,1,0,0,0,3,,,,,,,1,1,,4,0,0,1,0,,0,0,1,0,,1,0,0,,,3,,0,0,1,0,0,,,3,,,,0,1,0,0,0,0,0,,0.2,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,3,1,,1,0,4,0,0,0,0,0,0,,2,,0,0,0,0,,0,0,0,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/07/2016,01/01/2019,01/06/2004,01/05/2019,18.4,,,,,73,101,1,0,0,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,,,1,1,,,0,1,0,3,,,1,2,,,3,,,,0,,2
19,,,0,,"Outcomes for Dostarlimab and Real-World Treatments in Post-platinum Patients With Advanced/Recurrent Endometrial Cancer: The GARNET Trial Versus a US Electronic Health Record-Based External Control Arm",2023,1,1,uk,uk,1,"Journal of Health Economics and Outcomes Research",2327-2236,"Tesaro, Inc.",0,1,0,0,10.36469/001c.77484,,2,1,5,"cohort A1 (dMMR/MSI-H) of Part 2B",0,0,0,0,0,,1,0,0,0,0,,"endometrial Ccancer",0,0,0,1,0,0,,dostarlimab,,1,0,0,0,0,,NCT02715284,,,,,1,0,0,0,0,1,"patient populations that are challenging to recruit or assess in randomized clinical trials",,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall survival",3,1,0,0,0,3,,,,,,,1,2,,8,1,0,0,0,,1,1,0,0,,1,0,0,,,,,0,0,0,0,0,,,,1,,1,0,0,0,0,0,1,0,,,0,0,1,0,,1,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,0,0,,,3,1,,1,0,1,0,0,0,0,0,0,,1,0,1,0,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/05/2017,01/11/2021,01/01/2013,31/08/2018,,,,,,147,185,1,0,0,0,0,0,0,,,,1,,,,,4,1,0,0,0,0,0,,4,,3,,3,,0,0,1,,,,1,1,1,1,1,1,1,3,1,,2
20,,,0,,"Comparative effectiveness of tocilizumab vs standard care in patients with severe COVID-19-related pneumonia: a retrospective cohort study utilizing registry data as a synthetic control",2023,0,0,japan,japan,1,"BMC infectious diseases",1471-2334,,0,1,0,0,10.1186/s12879-023-08840-6,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"COVID-19-related pneumonia",0,0,0,1,0,0,,"COVID-19 pneumonia",,0,0,0,1,0,,,,,,12,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,"time to discharge or the state of awaiting discharge",,1,0,0,0,3,,,,,,,1,1,,12,0,0,1,0,,0,0,1,0,,0,0,0,,"1:1 to 4:1",3,,0,0,0,0,0,,0.2,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,"exact matching, suivi de PS matching, puis IPTW",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,1,0,0,0,0,0,,,3,1,,,1,1,0,0,0,0,0,0,,1,1,0,0,1,0,,0,0,0,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/05/2020,31/10/2020,11/05/2020,28/11/2020,,,,,,48,86,1,1,0,0,0,0,0,,,,,31,31,,,,0,0,0,0,1,0,,,,1,1,3,,1,0,0,,,,,3,,,3,,,,0,"SD>0.2 apres ajustement  autre appariement sur criteres secondaires",2
21,,,0,,"Efficacy and safety of convalescent plasma therapy in patients with moderate-to-severe COVID-19: A non-randomized comparative study with historical control in a referral hospital in Indonesia",2022,0,,Indonesia,Indonesia,0,"Journal of Infection and Public Health",1876-035X,,1,0,0,0,10.1016/j.jiph.2021.10.028,,2,,,,0,0,0,0,0,,0,0,0,1,0,,COVID-19,0,0,0,1,0,0,,"convalescent plasma therapy",,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,mortality,,1,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,,1,1,1,,1,,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/06/2020,01/09/2020,1,,,"20 days",,1,,15,15,1,0,0,0,1,0,0,,15,15,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,1,1,,,1,,2
22,,,0,,"Comparative effectiveness of mobocertinib and standard of care in patients with NSCLC with EGFR exon 20 insertion mutations: An indirect comparison",2023,1,0,USA,USA,1,"Lung Cancer (Amsterdam, Netherlands)",1872-8332,takeda,0,1,0,0,10.1016/j.lungcan.2023.107186,,2,1,1,,0,0,0,0,0,,1,1,0,0,0,,nsclc,0,0,0,1,0,0,,mobocertinib,,1,0,0,0,0,,NCT02716116,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,ORR,1,1,0,0,0,3,,,,,,,1,2,,5,1,0,0,0,,1,1,0,0,,1,0,0,,,,,0,0,0,0,0,,,,2,,,1,0,0,0,0,0,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,0,1,0,0,0,0,,280,2,1,,1,0,1,0,0,0,0,0,0,,1,1,1,0,0,0,,1,0,0,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"June 8, 2016","November 1, 2020","January 1, 2011","February 29, 2020",,24.0,11.5,1,,114,50,1,0,0,0,0,0,0,,114,50,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,1,1,1,1,,1,,2
23,,,0,,"High Risk of Recurrence of Malignancy Noted in Four-day rATG Regimen After Allogeneic PBSCT From Matched Sibling Donors",2022,0,0,china,china,,"Transplantation and Cellular Therapy",2666-6367,"Chinese PLA General Hospital",0,0,0,1,10.1016/j.jtct.2022.08.012,"A EXCLURE MAUVAIS DESIGN",2,,,,0,0,0,0,0,,0,1,0,0,0,," peripheral blood stem cell transplantation",0,0,0,1,0,0,,"rabbit anti-thymocyte globulin ",,1,0,0,0,0,,NCT02677181,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"severe cGVHD",,0,0,0,0,1,,0.05,0.8,60,,0,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,,3,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"February 1, 2019","January 31, 2021","December 1, 2014","January 31, 2019",,23.5,51.0,1,,45,37,1,0,0,0,1,0,0,,45,37,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,0,,2
24,,,0,,"Non-Ablative Chemotherapy Followed by HLA-Mismatched Allogeneic CD3+ T-Cells Infusion Causes An Augment of T-Cells With Mild CRS: A Multi-Centers Single-Arm Prospective Study on Elderly Acute Myeloid Leukemia and int-2/High Risk Myelodysplastic Syndrome Patients",2021,0,0,china,china,,"Frontiers in Oncology",2234-943X,,1,0,0,0,10.3389/fonc.2021.741341,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"Acute Myeloid Leukemia and Myelodysplastic Syndrome",0,0,0,0,1,0,,allo-TLI,,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,ORR,,1,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,3,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 27, 2017","September 22, 2020","August 30, 2010","December 26, 2016",,30.0,61.2,,,25,30,1,0,0,0,1,0,0,,17,30,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,1,1,1,1,,0,,2
25,,,0,,"Comparative Effectiveness of Valoctocogene Roxaparvovec and Prophylactic Factor VIII Replacement in Severe Hemophilia A",2024,1,1,germany,brazil,1,"Advances in Therapy",1865-8652,"BioMarin Pharmaceutical",0,1,0,0,10.1007/s12325-024-02834-9,,2,,,,0,0,0,0,0,,0,0,1,0,0,,"Severe Hemophilia A",0,0,0,1,0,0,,"Valoctocogene Roxaparvovec",,1,0,0,0,0,,NCT03370913,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"annualized bleeding rate",,0,0,1,0,3,,,,,,,1,2,,13,1,0,0,0,,1,0,0,1,"statistical relationship with bleeding outcomes",0,1,0,,,,,0,0,0,0,0,,,,2,,,0,1,0,0,1,0,0,,0.10,0,0,1,0,,1,0,0,0,0,0,1,"alternative baseline data",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,0,0,1,control,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,112,73,1,1,0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,,,1,1,1,1,1,0,0,3,,,1,1,1,1,1,1,1,1,,"selection bias  discussed",2
26,,,0,,"Safety and clinical outcome of tamoxifen in Duchenne muscular dystrophy",2021,0,0,israel,israel,,"Neuromuscular disorders: NMD",1873-2364,"Hadassah Medical Organization",0,0,0,1,10.1016/j.nmd.2021.05.005,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"Duchenne muscular dystrophy",0,1,1,0,0,0,,tamoxifen,,1,0,0,0,0,,NCT02835079,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0," change in score  at month 12",,0,0,0,1,3,,,,,,,1,1,,3,0,0,1,0,,0,0,1,0,,0,0,0,,1:1,5,,0,0,0,1,0,,,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,"clinical trial simulation tool for Duchenne muscular dystrophy",,3,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,1,0,0,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,0,0,0,0,1,0,,,,,8,8,,,,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,0,3,,,3,,,,0,,2
27,,,0,,"Ruxolitinib plus standard of care in severe hospitalized adults with severe fever with thrombocytopenia syndrome (SFTS): an exploratory, single-arm trial",2024,0,0,china,china,,"BMC medicine",1741-7015,,1,0,0,0,10.1186/s12916-024-03421-z,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,"severe fever with thrombocytopenia syndrome",0,0,0,1,0,0,,Ruxolitinib,,0,0,0,0,1,ChiCTR,,,,ChiCTR2200063759,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"overall survival",,1,0,1,0,3,,,,,,,1,1,,12,0,0,0,1,"potential confounding factors",0,0,1,0,,0,0,0,,1:1,1,,0,0,0,0,1,"fuzzy matching",0.02,3,,,,0,0,0,0,0,1,0,,,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sep 16, 2022","Sep 16, 2023","April 1, 2021","September 16, 2022",,,,,,26,26,0,0,0,0,0,0,0,,,,4,26,26,,,12,0,0,0,0,0,0,,,,3,,3,,0,0,1,,,,1,1,1,2,1,1,2,,1,,2
28,,,0,,"Efficacy and safety of a reduced dose of plerixafor in combination with granulocyte colony-stimulating factor in healthy haploidentical stem cell donors",2022,0,0,russia,russia,0,"Vox Sanguinis",1423-0410,,0,0,0,1,10.1111/vox.13266,,2,2,,,0,0,0,0,0,,0,0,0,0,0,,"healthy haploidentical stem cell donors",0,0,0,1,0,0,,plerixafor,,0,0,0,1,0,,,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,,"number of CD34+ cells",,0,0,0,1,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
