record_id,redcap_repeat_instrument,redcap_repeat_instance,id_complete,filler,title,publication_year,author_industry,authors_cro,country_first_author,country_last_author,competing_interest,publication_title,issn,promoter,funding___1,funding___2,funding___3,funding___4,doi,notes_study,paper_complete,og_study,exp_arm_constr,exp_arm_constr_other,exp_arm_select___1,exp_arm_select___2,exp_arm_select___3,exp_arm_select___4,exp_arm_select___5,exp_arm_select_other,phase___1,phase___2,phase___3,phase___4,phase___5,phase_other,pathology,population___1,population___2,population___3,population___4,population___5,population___6,icd10,intervention,atc,platform___1,platform___2,platform___3,platform___4,platform___5,platform_other,platform_nct,platform_eudract,platform_isrctn,platform_nb_other,og_center_number,og_design,justif_sat_def___1,justif_sat_def___2,justif_sat_def___3,justif_sat_def___4,justif_sat_def___5,justif_sat_def_other,og_design_ctrl,og_design_comp___1,og_design_comp___2,og_design_comp___3,og_design_comp___4,og_design_comp___5,og_design_comp___6,og_design_comp___7,og_design_compo_other,og_fu_start,og_fu_start_other,exp_arm_date_crit,notes_exp_arm,experimental_arm_complete,nb_ctrl_comp_ind,nb_rct_cmp_ind,ctrl_source,ctrl_type_source___1,ctrl_type_source___2,ctrl_type_source___3,ctrl_type_source___4,ctrl_type_source___5,ctrl_type_source___6,ctrl_type_source___7,ctrl_type_source_other,ctrl_number_centers,same_center,ctrl_data_type,ctrl_data_type_other,ctrl_units,ctrl_arm_date_crit,ctrl_same_select_crit,ctrl_select_crit___1,ctrl_select_crit___2,ctrl_select_crit___3,ctrl_select_crit___4,ctrl_select_crit___5,ctrl_select_crit___6,ctrl_select_crit_other,ctrl_fu_start_def,ctrl_exp_fu_start_eq,qualif_ctrl___1,qualif_ctrl___2,qualif_ctrl___3,qualif_ctrl___4,qualif_ctrl_other,justif_rwd_def___1,justif_rwd_def___2,justif_rwd_def___3,justif_rwd_def___4,justif_rwd_def_other,ctrl_ttt_selection_descr,notes_control,control_arm_complete,estimand,estimand_other,endpoint_type,multiplicity,def_prim_endpoint,prim_end_comp,endpoint_categ___1,endpoint_categ___2,endpoint_categ___3,endpoint_categ___4,nsn_justif,nsn_justif_other,alpha,power,nsn_planned_exp,nsn_planned_ctrl,nsn_correct,planned_adj,adj_method,adj_method_other,n_adj_vars,type_adj_vars___1,type_adj_vars___2,type_adj_vars___3,type_adj_vars___4,type_adj_vars_other,justif_adj_vars___1,justif_adj_vars___2,justif_adj_vars___3,justif_adj_vars___4,justif_adj_other,adj_vars_add_justif___1,adj_vars_add_justif___2,adj_vars_add_justif___3,adj_vars_add_justif_other,matching_ratio,matching_method,matching_meth_other,matching_algo___1,matching_algo___2,matching_algo___3,matching_algo___4,matching_algo___5,matching_algo_other,caliper_length,match_replacement,weight_type,weight_type_other,iptw_stab,balance_plan_meth___1,balance_plan_meth___2,balance_plan_meth___3,balance_plan_meth___4,balance_plan_meth___5,balance_plan_meth___6,balance_plan_meth___7,balance_plan_meth_other,smd_thresh,overlap_plan_meth___1,overlap_plan_meth___2,overlap_plan_meth___3,overlap_plan_meth___4,overlap_plan_meth_other,sens_analysis_type___1,sens_analysis_type___2,sens_analysis_type___3,sens_analysis_type___4,sens_analysis_type___5,sens_analysis_type___6,sens_analysis_type___7,sens_analysis_type_other,notes_stat,statistical_methods_indirect_comparison_complete,rwd_descr,rwd_strategies,exp_first_enroll,exp_last_enroll,ctrl_first_enroll,ctrl_last_enroll,med_fu_global,med_fu_exp,med_fu_control,res_consistency,multiplicity_res,n_included_exp,n_included_control,baseline_comp_meth___1,baseline_comp_meth___2,baseline_comp_meth___3,baseline_comp_meth___4,baseline_comp_meth___5,baseline_comp_meth___6,baseline_comp_meth___7,baseline_comp_meth_other,n_naive_exp,n_naive_ctrl,res_unadjusted,n_match_exp,n_match_ctrl,n_weight_exp,n_weight_ctrl,number_eff_adj,adj_var_exclu_causes___1,adj_var_exclu_causes___2,adj_var_exclu_causes___3,adj_var_exclu_causes___4,adj_var_exclu_causes___5,adj_var_exclu_causes___6,adj_var_exclu_other,weight_outliers_meth,weight_out_check_meth,balance_check,balance_proof,overlap_check,overlap_proof,balance_meth_where___1,balance_meth_where___2,balance_meth_where___3,res_diff_how,res_diff_how_other,res_diff_adjust,res_pseudo_pop,res_sign_eval,res_sign_eval_prim,res_sign_eval_mult,sign_results,sign_primary_endp,sign_multiple_endp,sens_analyses_sign,bias_discussion,notes_results,results_complete
28,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,1,0,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"July 2012","March 2021",,,,,,,,211,106,0,0,0,0,0,0,0,,105,106,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,3,,,,0,,2
29,,,0,,"Nasal spray of an IgM-like ACE2 fusion protein HH-120 accelerates SARS-CoV-2 clearance: A single-center propensity score-matched cohort study",2023,1,0,china,china,1,"Journal of Medical Virology",1096-9071,"Beijing Ditan Hospital",0,0,0,1,10.1002/jmv.28805,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,SARS-CoV-2,0,0,0,1,0,0,,"nasal spary HH-120",,1,0,0,0,0,,NCT05659602,,,,,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"median viral clearance time",,0,0,1,0,3,,,,,,,1,1,,5,0,0,1,0,,0,0,1,0,,0,0,0,,1:2,3,,1,0,0,0,0,,0.20,3,,,,0,1,0,0,0,0,0,,0.10,0,0,1,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,1,0,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"August 3, 2022 ","October 7, 2022",,,,,,,,67,152,1,0,0,0,0,0,0,,,,,65,103,,,5,0,0,0,0,0,0,,,,1,1,3,,0,1,0,,,,1,1,1,4,1,1,4,,1,,2
30,,,0,,"Quality of life, mood and seizure control in patients with brain tumor related epilepsy treated with lacosamide as add-on therapy: A prospective explorative study with a historical control group",2017,0,0,italy,italy,1,"Epilepsy & Behavior: E&B",1525-5069,,0,1,0,0,10.1016/j.yebeh.2017.05.031,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"brain tumor related epilepsy",0,0,0,1,0,0,,lacosamide,,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"Seizure control evaluated at 6 months",,0,1,1,0,1,,0.05,0.80,19,,1,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,0,,1,1,1,,1,0,4,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,5.8,,,,,25,19,0,0,0,0,1,0,0,,22,19,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,2,,0,,2
31,,,0,,"Camrelizumab plus platinum-irinotecan followed by maintenance camrelizumab plus apatinib in untreated extensive-stage small-cell lung cancer: a nonrandomized clinical trial",2023,0,0,china,china,0,"Frontiers in Immunology",1664-3224,"Peking Union Medical College Hospital",0,1,0,0,10.3389/fimmu.2023.1168879,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"small-cell lung cancer",0,0,0,1,0,0,,Camrelizuma,,1,0,0,0,0,,NCT4453930,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,PFS,,1,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"March, 2020","December, 2021","January, 2013","December, 2021",12.1,,,,,19,34,1,0,0,0,1,0,0,,19,34,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,2,1,1,2,,0,,2
32,,,0,,"A Non-Comparative Prospective Pilot Study of Ketamine for Sedation in Adult Septic Shock",2018,0,0,USA,USA,,"Military Medicine",1930-613X,,0,0,0,1,10.1093/milmed/usy121,,2,2,,,0,0,0,0,0,,0,1,0,0,1,pilot,"Septic Shock",0,0,0,1,0,0,,ketamine,,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,1,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"dose of vasopressors at 24, 48, 72 and 96h",,1,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January, 2012","April, 2015",,,,,,,,17,29,1,0,0,0,1,0,0,,17,29,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,3,1,1,3,,1,"potentially a selection bias in screening and determining eligibility  inability to control for confounding variables,  such as the evolution of individual practice patterns  over time.  factors were not assessed that may have accounted  for the differences seen in the two populations",2
33,,,0,,"Ruxolitinib in severe COVID-19: Results of a multicenter, prospective, single arm, open-label clinical study to investigate the efficacy and safety of ruxolitinib in patients with COVID-19 and severe acute respiratory syndrome",2021,0,0,argentina,argentina,0,"Revista De La Facultad De Ciencias Medicas (Cordoba, Argentina)",1853-0605,"Marcelo Iastrebner",0,0,0,1,10.31053/1853.0605.v78.n3.32800,,2,,,,0,0,0,0,0,,0,1,0,0,0,,"severe COVID-19",0,0,0,1,0,0,,ruxolitinib,,1,0,0,0,0,,NCT04414098,,,,3,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"critically ill",,0,0,0,1,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,1,0,0,0,0,0,,,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/06/2020,10/11/2020,,,,,,,,54,51,1,0,0,0,0,0,0,,51,51,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,0,,2
34,,,2,,"An Open Label Trial to Assess Safety of Losartan for Treating Worsening Respiratory Illness in COVID-19",2021,0,0,usa,usa,1,"Frontiers in Medicine",2296-858X,"University of Kansas Medical Center",1,0,0,0,10.3389/fmed.2021.630209,,2,,,,0,0,0,0,0,,0,0,0,1,0,,covid19,0,0,0,1,0,0,,Losartan,,1,0,0,0,0,,NCT04335123,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"cumulative number of adverse events",,1,0,1,0,3,,,,,,,1,1,,5,0,0,1,0,,0,0,0,1,balance,0,1,0,,1:1,3,,1,0,0,0,0,,,3,,,,0,0,0,0,0,1,0,,,0,0,0,0,,0,1,0,1,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,1,"post hoc",0,0,1,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"April 2nd, 2020",,,,,,,,,34,46,0,0,0,0,0,1,0,,,,2,30,30,,,,0,0,0,0,1,0,,,,3,,3,,0,0,1,,,,1,1,1,2,3,,,2,1,,2
35,,,0,,"Sitagliptin compared with thiazolidinediones as a third-line oral antihyperglycemic agent in type 2 diabetes mellitus",2011,0,0,usa,usa,0,"Endocrine Practice: Official Journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists",1934-2403,"Charles Drew University of Medicine and Science",0,0,0,1,10.4158/EP10405.OR,"le labo a fourni la drogue",2,,,,0,0,0,0,0,,0,0,0,1,0,,"diabetes mellitus",0,0,0,1,0,0,,Sitagliptin,,1,0,0,0,0,,NCT00686634,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"change from baseline in HbA1c",,0,0,1,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,0,1,"legal issues between Los Angeles County and Charles R. Drew University of Medicine and Science",1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"December 2007","March 2010",,,,,,1,,108,104,1,0,0,0,1,0,0,,108,104,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,1,1,2,1,1,2,,1,,2
36,,,0,,"Intermittent tri-weekly docetaxel plus bicalutamide in patients with castration-resistant prostate cancer: a single-arm prospective study using a historical control for comparison",2013,0,0,china,china,0,"Asian Journal of Andrology",1745-7262,,0,0,0,1,10.1038/aja.2013.89,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"prostate cancer",0,0,0,1,0,0,,"docetaxel plus bicalutamide",,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,"time-to-PSA progression",,1,1,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 2007","September 2012",,,20,,,,,42,60,1,0,0,0,1,0,0,,42,60,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,1,,2
37,,,0,,"Effect of Vonoprazan on Delayed Bleeding after Endoscopic Submucosal Dissection for Gastric Neoplasia among Antithrombotic Drug Users: A Single-Center, Single-Arm Prospective Observational Case Control Study",2020,0,0,japan,japan,,"Acta Medica Okayama",0386-300X,,0,0,0,1,10.18926/AMO/59958,,2,2,,,0,0,0,0,0,,0,0,0,1,0,,"Gastric Neoplasia",0,0,0,1,0,0,,Vonoprazan,,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,"Delayed bleeding",,0,0,0,1,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,0,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"October 2017","September 2018","January 2014","December 2016",,,,,,50,116,1,0,0,0,1,0,0,,50,116,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,2,,,2,,,,1,,2
38,,,0,,"Safety of inhaled nitric oxide after lung transplantation",2003,0,0,usa,usa,,"The Journal of Heart and Lung Transplantation: The Official Publication of the International Society for Heart Transplantation",1053-2498,,0,0,0,1,10.1016/s1053-2498(02)00809-4,,2,,,,0,0,0,0,0,,0,0,0,1,0,,"lung transplantation",0,0,0,0,0,0,,"inhaled nitric oxide",,0,0,0,1,0,,,,,,1,1,0,0,0,1,0,,,0,0,0,0,0,0,0,,3,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,2,0,NR,,0,0,0,0,3,,,,,,,0,,,,0,0,0,0,,0,0,0,0,,0,0,0,,,,,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,control_arm,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,,1,1,1,,1,1,1,0,0,0,0,0,0,,2,,0,1,0,0,,0,0,1,0,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,results,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"January 1996","December 1998","January 1994","December 1995",,,,,,14,22,1,0,0,0,0,0,0,,14,22,,,,,,,0,0,0,0,0,0,,,,,,,,0,0,0,,,,,3,,,1,1,2,,1,,2
